tD,tR_over_tD,time,samples,odd_mean,odd_stderr,even_mean,even_stderr,max_bond_dimension,mean_cumulative_jumps
1,1,0.45,32,0.03698293498707862,0.001031251595224483,0.03940607429133584,0.000370841983693869,100,0.15625
1,1,0.5,32,0.03683317156459983,0.001016981863651335,0.03937880580242046,0.000386766987079872,100,0.1875
1,1,0,64,0.03867330414515011,0,0.03981301563697726,4.371092296095392e-18,100,0
1,1,0.05,64,0.03854422068422876,7.737318822902761e-05,0.03992355262647507,0.0001115795210062901,100,0.03125
1,1,0.1,64,0.03909473995015219,0.0006624440868675977,0.03977847676226126,0.0002277864150724679,100,0.09375
1,1,0.15,64,0.03905272412845313,0.0006616271864780111,0.03974382198869236,0.0002291455001572899,100,0.09375
1,1,0.2,64,0.03900975113392102,0.0006622606606549421,0.03970346687657634,0.0002293807860142141,100,0.09375
1,1,0.25,64,0.03927671840869375,0.001066509662864046,0.03935127601885822,0.0002972668497369092,100,0.15625
1,1,0.3,64,0.03922515652407878,0.001068976345127593,0.03930164163275415,0.0002947665665420386,100,0.15625
1,1,0.35,64,0.03918127175324337,0.001063679075539907,0.03931750416037117,0.0003018304369699095,100,0.171875
1,1,0.4,64,0.03900470329648077,0.001091079497289595,0.03957493607245243,0.0003991249172185895,100,0.25
1,1,0.45,64,0.03894776057714287,0.001081761465844999,0.0394933403345086,0.0003999556007030261,100,0.25
1,1,0.5,64,0.03805288481609879,0.001221595924279686,0.03871045717521194,0.0006141999097126016,100,0.28125
1.01,0.990099009901,0,4,0.04862081964091888,0,0.03053053306185481,0,100,0
1.01,0.990099009901,0.05,4,0.0485639364685248,0,0.0304956009788617,0,100,0
1.01,0.990099009901,0.1,4,0.04850711106670504,0,0.03046091242721818,0,100,0
1.01,0.990099009901,0.15,4,0.04845042201315458,0,0.03042609068551898,0,100,0
1.01,0.990099009901,0.2,4,0.04839389610828342,0,0.03039133990653847,0,100,0
1.01,0.990099009901,0.25,4,0.04833721730420523,0,0.03035656404696151,0,100,0
1.01,0.990099009901,0.3,4,0.04827981193412599,0,0.03032158677398153,0,100,0
1.01,0.990099009901,0.35,4,0.04822057328626124,0,0.03028589641827187,0,100,0
1.01,0.990099009901,0.4,4,0.04624288412622928,0.001914141585783818,0.03125737608274635,0.001009818394044126,100,0.25
1.01,0.990099009901,0.45,4,0.04623394375258652,0.001849642979116862,0.0312091512989097,0.001007525052216031,100,0.25
1.01,0.990099009901,0.5,4,0.0461647545575731,0.001823585736911991,0.03114255463300218,0.001005653198966873,100,0.25
1.01,0.990099009901,0,8,0.04862081964091887,2.622655377657235e-18,0.03053053306185482,2.622655377657235e-18,100,0
1.01,0.990099009901,0.05,8,0.0485639364685248,0,0.0304956009788617,0,100,0
1.01,0.990099009901,0.1,8,0.04850711106670504,2.622655377657235e-18,0.03046091242721818,1.311327688828617e-18,100,0
1.01,0.990099009901,0.15,8,0.04845042201315458,0,0.03042609068551899,1.311327688828617e-18,100,0
1.01,0.990099009901,0.2,8,0.04839389610828342,2.622655377657235e-18,0.03039133990653847,0,100,0
1.01,0.990099009901,0.25,8,0.04833721730420522,2.622655377657235e-18,0.03035656404696151,2.622655377657235e-18,100,0
1.01,0.990099009901,0.3,8,0.048279811934126,2.622655377657235e-18,0.03032158677398153,0,100,0
1.01,0.990099009901,0.35,8,0.04822057328626123,2.622655377657235e-18,0.03028589641827187,0,100,0
1.01,0.990099009901,0.4,8,0.04719995491912118,0.0009570707928919089,0.03075246688572428,0.0005049091970220632,100,0.125
1.01,0.990099009901,0.45,8,0.04715876524214495,0.0009248214895584309,0.03070538877280169,0.0005037625261080156,100,0.125
1.01,0.990099009901,0.5,8,0.04707654742602909,0.0009117928684559951,0.03063972803351874,0.0005028265994834365,100,0.125
1.01,0.990099009901,0,16,0.04862081964091888,1.791614702062191e-18,0.03053053306185482,2.687422053093286e-18,100,0
1.01,0.990099009901,0.05,16,0.04856393646852478,3.583229404124381e-18,0.03049560097886171,3.583229404124381e-18,100,0
1.01,0.990099009901,0.1,16,0.04848999910822507,1.711195847996618e-05,0.03067386632329865,0.0002129538960804764,100,0.0625
1.01,0.990099009901,0.15,16,0.04843374630057228,1.667571258229076e-05,0.03065582582743281,0.000229735141913827,100,0.0625
1.01,0.990099009901,0.2,16,0.04837650576187465,1.739034640875362e-05,0.03063037860453744,0.0002390386979989681,100,0.0625
1.01,0.990099009901,0.25,16,0.04831819925853362,1.901804567161535e-05,0.03059667892927016,0.0002401148823086424,100,0.0625
1.01,0.990099009901,0.3,16,0.04825885110606318,2.096082806281578e-05,0.03055404962839564,0.0002324628544140984,100,0.0625
1.01,0.990099009901,0.35,16,0.04819716429378799,2.340899247325368e-05,0.03050155653577692,0.0002156601175050598,100,0.0625
1.01,0.990099009901,0.4,16,0.0476514332518037,0.0004774953842568106,0.03068963052081948,0.0003054598710478778,100,0.125
1.01,0.990099009901,0.45,16,0.04758713051462387,0.000461393243821783,0.03060797180642192,0.0002865586059994444,100,0.125
1.01,0.990099009901,0.5,16,0.04748205954732678,0.0004553212791540362,0.03049859505772767,0.0002677192654981646,100,0.125
1.01,0.990099009901,0,32,0.04862081964091885,4.985048541372019e-18,0.03053053306185482,1.246262135343005e-18,100,0
1.01,0.990099009901,0.05,32,0.04856393646852482,3.738786406029014e-18,0.03049560097886171,2.49252427068601e-18,100,0
1.01,0.990099009901,0.1,32,0.04849855508746505,8.555979239983091e-06,0.03056738937525841,0.0001064769480402382,100,0.03125
1.01,0.990099009901,0.15,32,0.04844208415686341,8.337856291145385e-06,0.03054095825647588,0.0001148675709569135,100,0.03125
1.01,0.990099009901,0.2,32,0.04838520093507906,8.695173204376813e-06,0.03051085925553798,0.000119519348999484,100,0.03125
1.01,0.990099009901,0.25,32,0.04715639151367661,0.001369160348589311,0.03014897990385085,0.0002651373357590697,100,0.09375
1.01,0.990099009901,0.3,32,0.04708843530478481,0.001377925619322376,0.03011466901106616,0.0002600730197868462,100,0.09375
1.01,0.990099009901,0.35,32,0.04705705742305583,0.001349140691232344,0.03007183842991535,0.0002551525989276435,100,0.09375
1.01,0.990099009901,0.4,32,0.04651822277345737,0.001341018323120107,0.03031590209842121,0.0003333164792788872,100,0.15625
1.01,0.990099009901,0.45,32,0.04648581730049561,0.001304440408524183,0.0302469740831025,0.0003311923135937268,100,0.15625
1.01,0.990099009901,0.5,32,0.04630474949536793,0.001286010064058279,0.03025223644993298,0.000345795070731027,100,0.1875
1.01,0.990099009901,0,64,0.04862081964091886,2.622655377657235e-18,0.03053053306185481,0,100,0
1.01,0.990099009901,0.05,64,0.04847727686589949,8.228072592291282e-05,0.03063566954031316,0.0001011027228426811,100,0.03125
1.01,0.990099009901,0.1,64,0.04906800904917351,0.0007238394731018041,0.03051701042446217,0.000198584299628393,100,0.09375
1.01,0.990099009901,0.15,64,0.04901482477414787,0.0007229191086445843,0.03049033781842815,0.0001996524139378216,100,0.09375
1.01,0.990099009901,0.2,64,0.04895994105644782,0.0007236432615900702,0.03045961222594794,0.0001998813395077937,100,0.09375
1.01,0.990099009901,0.25,64,0.04901451667155259,0.001224341471436693,0.03006818555120777,0.0002383714232554016,100,0.15625
1.01,0.990099009901,0.3,64,0.04894711293285337,0.001227706600737959,0.03002986947758103,0.0002358775908029716,100,0.15625
1.01,0.990099009901,0.35,64,0.04889459330580281,0.00122040120651379,0.03004769284639984,0.0002421044016382894,100,0.171875
1.01,0.990099009901,0.4,64,0.04871806868646828,0.001250936867730518,0.03029777061780835,0.0003359630216737692,100,0.25
1.01,0.990099009901,0.45,64,0.04864092976210332,0.001238654790424371,0.03023915311935937,0.0003361803795119904,100,0.25
1.01,0.990099009901,0.5,64,0.04750366456134306,0.001425329706846451,0.0292649941312416,0.0008158196041794748,100,0.28125
1.02,0.980392156863,0,4,0.05851569990430334,0,0.02269655542640119,0,100,0
1.02,0.980392156863,0.05,4,0.05844782196908418,0,0.02267127810612385,0,100,0
1.02,0.980392156863,0.1,4,0.05837987149940321,0,0.02264619550752335,0,100,0
1.02,0.980392156863,0.15,4,0.05831182899394948,0,0.02262119631359383,0,100,0
1.02,0.980392156863,0.2,4,0.05824381048037944,0,0.02259634007584362,0,100,0
1.02,0.980392156863,0.25,4,0.05817594850121694,0,0.02257163786761241,0,100,0
1.02,0.980392156863,0.3,4,0.05810832145137979,0,0.02254711975242941,0,100,0
1.02,0.980392156863,0.35,4,0.0580406156481227,0,0.02252270720710869,0,100,0
1.02,0.980392156863,0.4,4,0.05598429128590658,0.001987444517104864,0.02336231676030727,0.0008643907124389495,100,0.25
1.02,0.980392156863,0.45,4,0.05598995087228113,0.001908535580088706,0.02333182724465292,0.0008609150277864929,100,0.25
1.02,0.980392156863,0.5,4,0.05593361629847193,0.001879386381248434,0.02329411937454546,0.0008575490148334929,100,0.25
1.02,0.980392156863,0,8,0.05851569990430334,0,0.02269655542640119,1.311327688828617e-18,100,0
1.02,0.980392156863,0.05,8,0.05844782196908417,2.622655377657235e-18,0.02267127810612385,0,100,0
1.02,0.980392156863,0.1,8,0.05837987149940321,0,0.02264619550752335,0,100,0
1.02,0.980392156863,0.15,8,0.05831182899394948,0,0.02262119631359383,0,100,0
1.02,0.980392156863,0.2,8,0.05824381048037942,5.24531075531447e-18,0.02259634007584362,0,100,0
1.02,0.980392156863,0.25,8,0.05817594850121694,0,0.02257163786761241,1.311327688828617e-18,100,0
1.02,0.980392156863,0.3,8,0.05810832145137979,0,0.0225471197524294,1.311327688828617e-18,100,0
1.02,0.980392156863,0.35,8,0.05804061564812269,2.622655377657235e-18,0.02252270720710869,0,100,0
1.02,0.980392156863,0.4,8,0.05697801354445902,0.0009937222585524321,0.0229301214040878,0.0004321953562194746,100,0.125
1.02,0.980392156863,0.45,8,0.05694421866232548,0.0009542677900443526,0.02290136973075967,0.0004304575138932463,100,0.125
1.02,0.980392156863,0.5,8,0.05687330948909616,0.0009396931906242173,0.02286534486712872,0.0004287745074167464,100,0.125
1.02,0.980392156863,0,16,0.05851569990430336,5.374844106186573e-18,0.0226965554264012,1.791614702062191e-18,100,0
1.02,0.980392156863,0.05,16,0.05844782196908416,3.583229404124381e-18,0.02267127810612385,0,100,0
1.02,0.980392156863,0.1,16,0.0583702261114028,9.645388000438168e-06,0.0228156546106198,0.0001694591030964583,100,0.0625
1.02,0.980392156863,0.15,16,0.05830275086153761,9.078132411865362e-06,0.02280324486469846,0.0001820485511046306,100,0.0625
1.02,0.980392156863,0.2,16,0.05823393162644065,9.878853938774352e-06,0.02278563357051993,0.0001892934946763172,100,0.0625
