tD,tR_over_tD,time,samples,odd_mean,odd_stderr,even_mean,even_stderr,max_bond_dimension,mean_cumulative_jumps
1.02,0.980392156863,0.25,16,0.05816435649974169,1.159200147526603e-05,0.02276227347016694,0.0001906356025545382,100,0.0625
1.02,0.980392156863,0.3,16,0.05809442748415206,1.38939672277294e-05,0.02273283354738997,0.000185713794960568,100,0.0625
1.02,0.980392156863,0.35,16,0.05802388789696986,1.672775115282768e-05,0.02269694365866194,0.0001742364515532439,100,0.0625
1.02,0.980392156863,0.4,16,0.05745400963153666,0.000495907311212853,0.02287025170150882,0.0002580774814930496,100,0.125
1.02,0.980392156863,0.45,16,0.05739282548179449,0.0004760837284858755,0.02281819684589148,0.0002448929187921231,100,0.125
1.02,0.980392156863,0.5,16,0.05729732600370414,0.0004690257332380582,0.02275370764138842,0.0002314786310327305,100,0.125
1.02,0.980392156863,0,32,0.05851569990430331,4.985048541372019e-18,0.02269655542640117,2.49252427068601e-18,100,0
1.02,0.980392156863,0.05,32,0.05844782196908422,7.477572812058028e-18,0.02267127810612387,3.115655338357512e-18,100,0
1.02,0.980392156863,0.1,32,0.05837504880540302,4.822694000219085e-06,0.02273092505907157,8.472955154822916e-05,100,0.03125
1.02,0.980392156863,0.15,32,0.05830728992774355,4.539066205932681e-06,0.02271222058914614,9.102427555231538e-05,100,0.03125
1.02,0.980392156863,0.2,32,0.05823887105341009,4.939426969387172e-06,0.02269098682318179,9.46467473381586e-05,100,0.03125
1.02,0.980392156863,0.25,32,0.0566908571650576,0.001664018350576111,0.0223993557267316,0.0002149636748942777,100,0.09375
1.02,0.980392156863,0.3,32,0.05661102105803727,0.001674480519708298,0.02237556759532686,0.0002115201984248887,100,0.09375
1.02,0.980392156863,0.35,32,0.05657578004682579,0.001640855569530257,0.0223462893742528,0.0002081697995432213,100,0.09375
1.02,0.980392156863,0.4,32,0.05601808691850474,0.0016189753293733,0.02257216278903598,0.0002814894807785217,100,0.15625
1.02,0.980392156863,0.45,32,0.05599309551548463,0.001576219673945056,0.02252887092542639,0.0002798784009403964,100,0.15625
1.02,0.980392156863,0.5,32,0.0558280873604689,0.001554826046056489,0.02255994342756051,0.0002921967070832157,100,0.1875
1.02,0.980392156863,0,64,0.05851569990430333,8.742184592190784e-19,0.02269655542640118,1.311327688828617e-18,100,0
1.02,0.980392156863,0.05,64,0.05836385030254278,8.159660173444787e-05,0.0227911424674416,8.77569315508613e-05,100,0.03125
1.02,0.980392156863,0.1,64,0.05898075347700345,0.0007670237372198018,0.02269921791494958,0.0001650078014335118,100,0.09375
1.02,0.980392156863,0.15,64,0.05891711564443822,0.0007657445612285426,0.02268002272691351,0.0001659062397014078,100,0.09375
1.02,0.980392156863,0.2,64,0.05885168532333513,0.0007670061366883218,0.02265821953255415,0.0001661756943735096,100,0.09375
1.02,0.980392156863,0.25,64,0.0587624704950301,0.00136422849783281,0.02235341473085867,0.0001963195526882511,100,0.15625
1.02,0.980392156863,0.3,64,0.05868302634324048,0.001368576236278063,0.02232712296565021,0.0001946510687327693,100,0.15625
1.02,0.980392156863,0.35,64,0.05862563585657644,0.001358883015597711,0.0223480446875057,0.0001998401305563226,100,0.171875
1.02,0.980392156863,0.4,64,0.05846853333519978,0.001390194597082815,0.02258403942817687,0.0002823625446237006,100,0.25
1.02,0.980392156863,0.45,64,0.05838742940831934,0.001374107673533641,0.0225501196361413,0.0002823045036800756,100,0.25
1.02,0.980392156863,0.5,64,0.05705227666020832,0.001612837077373733,0.02138728521473885,0.001041856100807119,100,0.28125
