time,samples,odd_slope,odd_slope_stderr,even_slope,even_slope_stderr
8,4,-0.1422469248731362,0.1116542123273371,0.1255037412582142,0.0937805796784197
8.1,4,-0.0514390318056011,0.04172438812771468,0.2215108635895323,0.1923234749771876
8.2,4,-0.05187146307677069,0.03920404965927674,0.2289034913039752,0.2046538229784239
8.3,4,-0.05326276328397056,0.0412190203312225,0.2270799141456224,0.2068974286024517
8.4,4,-0.05866050342515505,0.04748358934931933,0.2244954998514269,0.2084734059633987
8.5,4,-0.07461180375401992,0.06214230222914144,0.2595445908907323,0.2469602232091226
8.6,4,-0.09253918897352506,0.07947048697962342,0.2692818810647135,0.2573368902157509
8.7,4,-0.1123053591703364,0.1006193468460764,0.2756199225083409,0.2607964131622342
8.8,4,-0.07959579353966717,0.149186265373985,0.3749594884907246,0.2314218834399026
8.9,4,-0.09699314852708303,0.1652873293604949,0.352298361095882,0.2123303622335846
9,4,-0.1111734280051094,0.1797748954311408,0.3263561769997725,0.1913657175199891
9.1,4,-0.1199199835049406,0.1923418994423849,0.3048563320217397,0.1732340289372464
9.2,4,-0.1233970262563848,0.2013763303116099,0.2882514621954385,0.1566488747342426
9.3,4,-0.1237583468753447,0.2061207695421172,0.2710919600017287,0.1382882094304385
9.4,4,-0.1268491850679124,0.2108885258859121,0.2837374101207739,0.1486561026168072
9.5,4,-0.1256945930482951,0.2097923447868266,0.2491910381323825,0.1202676902657847
9.6,4,-0.122755813901062,0.2066610239478164,0.2250844871529472,0.1041944432779481
9.7,4,-0.116340891498668,0.2003757212168882,0.2098605562739732,0.09643934313946245
9.8,4,-0.1068932993551846,0.1909297533161351,0.1950919353383369,0.08897365538110975
9.9,4,-0.120251561018451,0.166850016241841,0.1840220953785128,0.08119456209878244
10,4,-0.1053699162831064,0.1573160962159971,0.1616200558722486,0.0697716163514671
8,8,-0.05624820411842921,0.08026163811069657,0.1574599453664723,0.08230710461939078
8.1,8,-0.01156865571289378,0.05139601917470699,0.1856384882673422,0.1110068487162741
8.2,8,-0.01177013639229448,0.04519490039171047,0.1689388847578014,0.1144780364237561
8.3,8,0.01635692450463859,0.04811572047950633,0.1852186039667973,0.1127452080910037
8.4,8,0.01305252829237842,0.04886355985553104,0.1854386787847434,0.1150918735064307
8.5,8,-0.001427451412438496,0.04993283353215465,0.2035700198238898,0.1306289359885229
8.6,8,-0.0181209631961595,0.05235796369487699,0.2032334140107352,0.1318169528484861
8.7,8,-0.03194884553704926,0.05933418432468372,0.1969166454185031,0.1303680844871469
8.8,8,-0.01530201635480316,0.07593780778166469,0.2370333360852676,0.1232033022398284
8.9,8,-0.02183236712060242,0.08409043149007636,0.2184943716560244,0.1138938832373892
9,8,-0.02532830716322457,0.09136705718495303,0.1989263238526773,0.1032581948953571
9.1,8,-0.02793837357975669,0.09743067333082626,0.1883646226855773,0.09344938318395223
9.2,8,-0.03441740795358551,0.1018257754129704,0.1806395010596421,0.08486557216682063
9.3,8,-0.03398898293071777,0.1042051912525282,0.1735539446898675,0.07579259271907944
9.4,8,-0.04122927029225849,0.1064457067266163,0.1468969560326068,0.08791025655949965
9.5,8,-0.0381314527176917,0.1060614504413318,0.1358695358884393,0.07114754313075994
9.6,8,-0.03575687024758685,0.1050266036145397,0.1292674355726247,0.06119664571743353
9.7,8,-0.03336242172604652,0.1026450944928802,0.129031141892929,0.05549777428975393
9.8,8,-0.03031089127817049,0.09856137975948885,0.1304730097544284,0.05013985088117166
9.9,8,-0.03855672020765565,0.08939548798554735,0.1314104434260539,0.04604110546842451
10,8,-0.03193825331947714,0.08425133401269815,0.1209282303137948,0.04067597425145519
8,16,-0.182294675524253,0.0773447453947599,0.2320431344257997,0.07772980599963708
8.1,16,-0.1562959811013432,0.07321213460031294,0.2422581656464449,0.0838327385257024
8.2,16,-0.1561447179758738,0.07203817770864193,0.2294122530826527,0.08408359655210922
8.3,16,-0.1383833604512941,0.07315693542336765,0.2343904081424629,0.08242802125135557
8.4,16,-0.1337955331736927,0.07212266758464317,0.2290933690814527,0.08274070357216379
8.5,16,-0.1359812654349168,0.07031047692516158,0.2331514093218018,0.08718291086967152
8.6,16,-0.1391713761795731,0.06866921342678296,0.2275161382223763,0.08721200091726278
8.7,16,-0.1409809266595643,0.06820672645826509,0.2190333186937002,0.0865071324487008
8.8,16,-0.1279072530694947,0.0720480241846322,0.2337679951874669,0.08373516438597275
8.9,16,-0.128246663694448,0.0734194129118048,0.2199580066628436,0.08028524890007413
9,16,-0.1266197237663109,0.0753849837080252,0.2033339899430331,0.07654419111086302
9.1,16,-0.1265340886623045,0.07862394203480823,0.1907412078206124,0.0729754404587238
9.2,16,-0.1266462274734583,0.07981542384879117,0.1811731041470793,0.07035328437577149
9.3,16,-0.1227946649931327,0.08046870141733342,0.1730031088857062,0.06789246528852413
9.4,16,-0.123677816511496,0.08043640510652342,0.1563466486503031,0.07106052065249092
9.5,16,-0.1189477482892941,0.07974607262049301,0.1474274730008612,0.0659975383578305
9.6,16,-0.1137086177063163,0.07862563044443363,0.1406795729299258,0.0626829776035245
9.7,16,-0.1077966768347775,0.07684717532905393,0.1382728556169391,0.06023303251878011
9.8,16,-0.1016854057465964,0.07426763518035739,0.1388044594927731,0.05782411511907631
9.9,16,-0.09910811469378389,0.06948816222492681,0.1226804242224424,0.05971310460484505
10,16,-0.09349786321735278,0.06628402697562837,0.1202569470926177,0.05714876500564454
8,32,-0.1903206771748958,0.06198101103939082,0.2382351314507686,0.07088680236167247
8.1,32,-0.1667444939545028,0.05829196987317552,0.2358825381286498,0.06973949113767421
8.2,32,-0.1578074550862296,0.05520929928516352,0.2210528805047676,0.06733343158961734
8.3,32,-0.1408570901211036,0.05400228564585083,0.2154039139743112,0.06450224712340641
8.4,32,-0.1323739922358256,0.0528411519553385,0.2048747039095,0.06224007703237367
8.5,32,-0.128589318702282,0.05161176936413341,0.1994040152699615,0.06165780623853086
8.6,32,-0.1252457220287314,0.05057737285158472,0.1884072978990664,0.06021872989180403
8.7,32,-0.1227377124387871,0.05005174541467589,0.1781038687063294,0.05892275371566413
8.8,32,-0.1143663025267477,0.05108634405292223,0.1805048080296217,0.0575674284328306
8.9,32,-0.1152615097579735,0.05137966816800767,0.1817759124557722,0.05370950597310765
9,32,-0.1145756690025198,0.05187395075041092,0.1691885375389724,0.05199895263738451
