tD,tR_over_tD,time,samples,dt,odd_mean,odd_stderr,even_mean,even_stderr,max_bond_dimension,mean_cumulative_jumps
0.98,1.02040816327,10,4,0.025,0.01462007116309011,0.002668225002406788,0.01937632033590855,0.00537752918266167,100,0
0.98,1.02040816327,10.1,4,0.025,0.0145399603828637,0.00268282329298194,0.01842390192008165,0.004790680697565061,100,0
0.98,1.02040816327,10.2,4,0.025,0.01449257553609384,0.002736164024106124,0.01761510791986132,0.004341139900711699,100,0
0.98,1.02040816327,10.3,4,0.025,0.01446644305327912,0.002824640046272931,0.01692646008829088,0.004019655797041283,100,0
0.98,1.02040816327,10.4,4,0.025,0.01441748519144636,0.002935281215293171,0.01632918654365824,0.003754519614150693,100,0
0.98,1.02040816327,10.5,4,0.025,0.01429574309519051,0.003052124916615064,0.01581309713062399,0.003500081735984401,100,0
0.98,1.02040816327,10.6,4,0.025,0.01404284314900934,0.003133073891231666,0.01497611277699521,0.003208246469448766,100,0.25
0.98,1.02040816327,10.7,4,0.025,0.01382853851250949,0.003229545620441943,0.01464098304802615,0.003056231804752317,100,0.25
0.98,1.02040816327,10.8,4,0.025,0.01363450605092989,0.003311377571959011,0.01439166799704605,0.003019776339221895,100,0.25
0.98,1.02040816327,10.9,4,0.025,0.01349073729575883,0.003382212415066778,0.01423136037910369,0.003070983909745742,100,0.25
0.98,1.02040816327,11,4,0.025,0.01334961806989272,0.003432748874203798,0.01416046572466813,0.003171429776013317,100,0.25
0.98,1.02040816327,11.1,4,0.025,0.01316138838209353,0.003462997805696734,0.01414116101569666,0.003283583444063442,100,0.25
0.98,1.02040816327,11.2,4,0.025,0.01294118987130352,0.003478618426055499,0.01408509161792279,0.003376777492836666,100,0.25
0.98,1.02040816327,11.3,4,0.025,0.0132630059859589,0.003077851532813819,0.01380157497437272,0.00355887217756723,100,0.5
0.98,1.02040816327,11.4,4,0.025,0.01313256207045566,0.003082772114096102,0.01366592937484631,0.003569689532331318,100,0.5
0.98,1.02040816327,11.5,4,0.025,0.01303834562787385,0.003096835345572984,0.01359545057229523,0.003588370785355492,100,0.5
0.98,1.02040816327,11.6,4,0.025,0.01292097390937224,0.003124571010061499,0.01358807652622351,0.00364480522645375,100,0.5
0.98,1.02040816327,11.7,4,0.025,0.01275226144612832,0.00315716960754057,0.0135792106548137,0.003714529747247741,100,0.5
0.98,1.02040816327,11.8,4,0.025,0.01253908664282678,0.003173642024783576,0.01349379951108725,0.003757190079903356,100,0.5
0.98,1.02040816327,11.9,4,0.025,0.01230831147693963,0.003169574325667101,0.01332376310200995,0.003748526052050526,100,0.5
0.98,1.02040816327,12,4,0.025,0.01190817654743466,0.003211603202120835,0.01281632373067502,0.003729923440843415,100,0.75
0.98,1.02040816327,10,8,0.025,0.01449800296197503,0.00138255056933282,0.0175454196828182,0.002679021799088546,100,0
0.98,1.02040816327,10.1,8,0.025,0.014053446274488,0.001386346387476394,0.01690492907540135,0.002403408009644764,100,0
0.98,1.02040816327,10.2,8,0.025,0.01374882918503345,0.001479744526474248,0.01594882677203561,0.002158057030989569,100,0.125
0.98,1.02040816327,10.3,8,0.025,0.01334242438098772,0.001547506752263478,0.01548376024664833,0.002016384056227543,100,0.125
0.98,1.02040816327,10.4,8,0.025,0.01210871672599645,0.001652430171066197,0.01496016699340343,0.001897092244361376,100,0.25
0.98,1.02040816327,10.5,8,0.025,0.01191127582546623,0.001710915534561917,0.01454311256390783,0.001798945559051058,100,0.25
0.98,1.02040816327,10.6,8,0.025,0.01167560498477728,0.001738996863462463,0.01382171262922499,0.001660826465247498,100,0.375
0.98,1.02040816327,10.7,8,0.025,0.01144883032261075,0.001781447715865561,0.01325781458849383,0.00160802838200821,100,0.375
