tD,tR_over_tD,time,samples,dt,odd_mean,odd_stderr,even_mean,even_stderr,max_bond_dimension,mean_cumulative_jumps
0.98,1.02040816327,5.8,8,0.025,0.02105039542996284,0.003087399561745292,0.03221338084614019,0.003115614043299351,400,1.875
0.98,1.02040816327,5.9,8,0.025,0.02185339376314723,0.002759318609775601,0.03221880912394164,0.002912688060073994,400,1.875
0.98,1.02040816327,6,8,0.025,0.02236248317832748,0.002594413365385215,0.0322276861029565,0.002717178566580477,400,1.875
0.98,1.02040816327,6.1,8,0.025,0.02241128513529678,0.0026908401076243,0.03220058396612251,0.002533984007265129,400,1.875
0.98,1.02040816327,6.2,8,0.025,0.02225781725571024,0.002942369524177733,0.03202298007897147,0.002357324333268625,400,1.875
0.98,1.02040816327,6.3,8,0.025,0.02226882341606745,0.003079081778620637,0.03160482615971604,0.00220216803746804,400,1.875
0.98,1.02040816327,6.4,8,0.025,0.02173729173774938,0.003162520913471267,0.0315134347344052,0.002475325552481539,400,2
0.98,1.02040816327,6.5,8,0.025,0.0209049766928231,0.003674902376356138,0.0325657844651295,0.003996166037648088,400,2.125
0.98,1.02040816327,6.6,8,0.025,0.0215350295511359,0.0034007372935368,0.03207004480578189,0.004154835658409454,400,2.125
0.98,1.02040816327,6.7,8,0.025,0.02030175559447243,0.003339588555064354,0.03383414817876573,0.005600149291765508,400,2.375
0.98,1.02040816327,6.8,8,0.025,0.02078660456779538,0.003089686756350757,0.03290284442662899,0.005607904204911423,400,2.5
0.98,1.02040816327,6.9,8,0.025,0.02078286491765297,0.002664532136526333,0.03316249623415698,0.005547360399527471,400,2.625
0.98,1.02040816327,7,8,0.025,0.02181959007567604,0.002330228043308116,0.03268987547809021,0.005549875534212839,400,2.625
0.98,1.02040816327,7.1,8,0.025,0.02318070221493697,0.002350707408332695,0.03219465263190728,0.005450413219967688,400,2.625
0.98,1.02040816327,7.2,8,0.025,0.0243796033525731,0.002766192577782566,0.03165796464379749,0.005211358539579451,400,2.625
0.98,1.02040816327,7.3,8,0.025,0.02513165783808809,0.00316178931778412,0.03113021067184054,0.004867599591424064,400,2.625
0.98,1.02040816327,7.4,8,0.025,0.02564151096611673,0.003536588217761955,0.03064100134576497,0.004485297739605134,400,2.625
0.98,1.02040816327,7.5,8,0.025,0.02618474905299698,0.004046401237695744,0.03013939383793723,0.004102815636439661,400,2.625
0.98,1.02040816327,7.6,8,0.025,0.02662937727680519,0.004495262663137495,0.02954242749505771,0.003699048637832928,400,2.625
0.98,1.02040816327,7.7,8,0.025,0.02672312001564455,0.004572733024640969,0.02884122903722925,0.003238258115414265,400,2.625
0.98,1.02040816327,7.8,8,0.025,0.02648576669168321,0.004276519814025881,0.02813367340825749,0.0027516547539999,400,2.625
0.98,1.02040816327,7.9,8,0.025,0.02610971151393467,0.003847534343269095,0.02750185728718852,0.002323405717885377,400,2.625
0.98,1.02040816327,8,8,0.025,0.02382599574738829,0.003869501959494072,0.02814100461383945,0.002312011762170779,400,2.75
0.98,1.02040816327,8.1,8,0.025,0.02192813332933877,0.004285818312564128,0.03094194610382803,0.004007674126348877,400,2.875
0.98,1.02040816327,8.2,8,0.025,0.02178335283620924,0.003854058709482728,0.03051057464642796,0.004359663145137881,400,2.875
0.98,1.02040816327,8.3,8,0.025,0.01995596609437711,0.00348870864482152,0.02926471284167729,0.004440910653492414,400,3
0.98,1.02040816327,8.4,8,0.025,0.02001678628528931,0.00300859687183754,0.0288066181047836,0.004499495771271849,400,3
0.98,1.02040816327,8.5,8,0.025,0.01989253577227039,0.002732335646743035,0.02905184091792841,0.005160852946308189,400,3.125
0.98,1.02040816327,8.6,8,0.025,0.02013146727991637,0.002282791678184471,0.0287877813918453,0.005486448389680894,400,3.125
0.98,1.02040816327,8.7,8,0.025,0.02046421632573926,0.001853945753780993,0.02819603843620716,0.005666505280081523,400,3.125
0.98,1.02040816327,8.8,8,0.025,0.02032057739359514,0.001548633355063397,0.02662008356374717,0.005612753850630312,400,3.25
0.98,1.02040816327,8.9,8,0.025,0.02065823236013281,0.00136404727879299,0.02557128128873011,0.005164869089292671,400,3.25
0.98,1.02040816327,9,8,0.025,0.02091058587745535,0.001299406597530919,0.02499140662066823,0.004683912708191672,400,3.375
0.98,1.02040816327,9.1,8,0.025,0.02106623758793504,0.001319346112734946,0.02437463623530528,0.004307215363164768,400,3.375
0.98,1.02040816327,9.2,8,0.025,0.02146255113067654,0.001421326748835776,0.02412853733918227,0.003976045476783406,400,3.5
0.98,1.02040816327,9.3,8,0.025,0.02139607933102527,0.001458926649374434,0.02358826539234887,0.00368763363325533,400,3.5
0.98,1.02040816327,9.4,8,0.025,0.02146270251411228,0.001526710753080073,0.02608893204556494,0.004790740598924648,400,3.75
0.98,1.02040816327,9.5,8,0.025,0.02119744093881491,0.001524321808567404,0.02512780552043746,0.004246692776560825,400,3.75
0.98,1.02040816327,9.6,8,0.025,0.02089330103715646,0.001529039696731453,0.02462261270377514,0.003973084037623718,400,3.75
0.98,1.02040816327,9.7,8,0.025,0.02055621540353351,0.001537604514579749,0.02444045490931579,0.003908864411916507,400,3.75
0.98,1.02040816327,9.8,8,0.025,0.02017746525007565,0.001529021265312074,0.02422634384857584,0.003854997793742536,400,3.75
0.98,1.02040816327,9.9,8,0.025,0.01982320721291971,0.001462266221809039,0.02386299982100631,0.003656881955695922,400,3.875
0.98,1.02040816327,10,8,0.025,0.01937303079440084,0.001450234220746144,0.02324430746028375,0.003396755213902614,400,3.875
0.98,1.02040816327,10.1,8,0.025,0.01894124092473935,0.001454576148692601,0.02256658679969128,0.003114522673104564,400,3.875
0.98,1.02040816327,10.2,8,0.025,0.01848614050582933,0.001449467904417915,0.02175030755011226,0.002866120508404827,400,4
0.98,1.02040816327,10.3,8,0.025,0.01814196201191277,0.001476443898252266,0.02127780573913068,0.002703769445691572,400,4
0.98,1.02040816327,10.4,8,0.025,0.01704719017079169,0.001585864465859153,0.02062777530260841,0.002574200803724929,400,4.125
0.98,1.02040816327,10.5,8,0.025,0.01688588717315188,0.001616740979523124,0.02005755509287778,0.002456364486242389,400,4.125
0.98,1.02040816327,10.6,8,0.025,0.01671256218300272,0.001623184721513441,0.01912818266673121,0.002346202977657509,400,4.25
0.98,1.02040816327,10.7,8,0.025,0.01660859856686507,0.001622488661788823,0.0183301867613483,0.00228008971628121,400,4.25
0.98,1.02040816327,10.8,8,0.025,0.01655474558063343,0.001602171132933023,0.01784457918071888,0.002190938040830959,400,4.25
0.98,1.02040816327,10.9,8,0.025,0.01655667773664551,0.001575467470055788,0.01764964994180342,0.002093407209142762,400,4.25
0.98,1.02040816327,11,8,0.025,0.01653900025737894,0.001561292755047297,0.0176793747958313,0.002062258313084942,400,4.375
